SOFT_BIAS_GAMMA,TIE_ALPHA,TIE_BETA,TIE_EPSILON,CAL_FLOOR,CAL_PENALTY_GAMMA,avg_final_sp,avg_delta_sp_per_100kcal,avg_variety_count,per_budget
5.389609506448602,0.7905260294765033,0.12183155711047547,0.5450269789178304,409.0,0.4892652836820375,47.66353967433549,-0.0004301803951607766,10.0,"[{""budget"": 500000, ""final_sp"": 47.66353967433549, ""delta_sp_per_100kcal"": -0.0004301803951607766, ""variety_count"": 10}]"
0.3146122259190245,0.8616470728871337,0.0723682149614145,0.702052563952065,326.0,1.4346822266755797,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.621715804146834,0.3430332825441691,0.15074279187987757,0.8384303137463078,254.0,3.9089217724230383,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.37465313859099614,0.41472735535603067,0.10009495953541879,0.846421961724645,252.0,2.2361218743444775,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
2.2111031443994893,0.921682844280444,0.024465358120519934,0.33887446040322344,446.0,1.2889360503826013,47.23810506755015,-0.0005152673165178442,10.0,"[{""budget"": 500000, ""final_sp"": 47.23810506755015, ""delta_sp_per_100kcal"": -0.0005152673165178442, ""variety_count"": 10}]"
5.665326314296653,0.05160391767299877,0.07768363103049117,0.19671931355441577,372.0,3.8524983139735918,47.56326229165892,-0.0004502358716960899,10.0,"[{""budget"": 500000, ""final_sp"": 47.56326229165892, ""delta_sp_per_100kcal"": -0.0004502358716960899, ""variety_count"": 10}]"
1.9481708068850152,0.6468358371065772,0.05318286395199548,0.49529949580497923,371.0,0.9936532362934436,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.142809619999805,0.500995811633457,0.18109263915274498,0.347519145186696,486.0,0.7288233376544522,47.23810506755015,-0.0005152673165178442,10.0,"[{""budget"": 500000, ""final_sp"": 47.23810506755015, ""delta_sp_per_100kcal"": -0.0005152673165178442, ""variety_count"": 10}]"
0.11947334236442919,0.6602046601210401,0.14675250371082035,0.5295895798623198,213.0,3.9925369185779194,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.8493105467784856,0.8704672557844291,0.17830652585885878,0.2987713056647883,459.0,1.8536252827678994,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
5.397495161408576,0.8875234097345991,0.1548594891211652,0.35983921762685467,374.0,3.9252542261462784,47.507026663737406,-0.0004614829972803932,10.0,"[{""budget"": 500000, ""final_sp"": 47.507026663737406, ""delta_sp_per_100kcal"": -0.0004614829972803932, ""variety_count"": 10}]"
1.9237401960720562,0.3865008743671855,0.1375978617187225,0.15637207988223753,276.0,0.672081500155632,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
2.4963402609955825,0.4249764758602258,0.12141170950676548,0.547128719884104,249.0,0.18648428527861194,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
3.148633189466378,0.7638566846893943,0.18537878026251725,0.855674491633858,291.0,3.462692972310255,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
2.804349268561741,0.2824470291123572,0.018431745623391827,0.49844117426555745,363.0,1.1171974780373142,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.1717929476815416,0.9408904680768644,0.013554983787965758,0.9454530310120045,322.0,3.1660711600946136,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.6656882938810538,0.5700076403666973,0.1523392448635228,0.49241055522533006,307.0,1.9728752414751205,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.1667594878201413,0.2116300536464455,0.04826230551659701,0.13380099177383759,473.0,0.2937596858635749,47.35143647835694,-0.0004926010343564869,10.0,"[{""budget"": 500000, ""final_sp"": 47.35143647835694, ""delta_sp_per_100kcal"": -0.0004926010343564869, ""variety_count"": 10}]"
5.562828720772091,0.010956133993142214,0.13124268997001542,0.5922348680120326,213.0,3.7658670916119683,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.3846155652444665,0.879131196833377,0.08713276788417301,0.3622448521439078,256.0,0.4508779729171981,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.025699107782375,0.8217967921854112,0.04240222203060267,0.12336966301349683,308.0,0.6114986975757915,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.3496038651893292,0.22204968713636175,0.13248428243406873,0.49114288875167167,368.0,1.5603472911437932,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.902025024777675,0.4969333772990141,0.008518921266176994,0.2253003897374946,419.0,3.6505096884620163,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
0.7558727914990964,0.46010439043098517,0.1724301730884368,0.5966201897945157,205.0,2.083489041119996,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.7325394911822494,0.21337344788451662,0.1873235330689482,0.1951542515878979,449.0,3.012038978781007,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
3.5569390504554717,0.32486423653465846,0.01655409452395191,0.701870638768047,488.0,0.7191866165038858,47.23810506755015,-0.0005152673165178442,10.0,"[{""budget"": 500000, ""final_sp"": 47.23810506755015, ""delta_sp_per_100kcal"": -0.0005152673165178442, ""variety_count"": 10}]"
0.756881827548118,0.4751641611797546,0.17027144560631127,0.10478376780680859,437.0,0.34522644671872715,47.45095445664522,-0.00047269743869883025,10.0,"[{""budget"": 500000, ""final_sp"": 47.45095445664522, ""delta_sp_per_100kcal"": -0.00047269743869883025, ""variety_count"": 10}]"
0.1937466009651727,0.14640918537283643,0.09152126078338228,0.9432640320117691,398.0,0.23850187827258607,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.9101847908371612,0.46133459132683863,0.018057470223798954,0.7015146481771813,308.0,3.8243077043300393,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.91820319919359,0.8169072288210812,0.0470266070735083,0.4881707661398621,401.0,0.35761227236025483,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.05724881403233195,0.32738193623091594,0.0801423152469917,0.8082030937523572,444.0,0.23182054013510012,47.66353967433549,-0.0004301803951607766,10.0,"[{""budget"": 500000, ""final_sp"": 47.66353967433549, ""delta_sp_per_100kcal"": -0.0004301803951607766, ""variety_count"": 10}]"
0.387617697283396,0.9247776214009266,0.057613595179428434,0.21260297374130838,438.0,3.1399520601299833,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
3.6281615448591102,0.7674206692040997,0.17191955130966033,0.867821943676629,279.0,1.6834881298693825,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.906670818709462,0.36774486579456134,0.1252177255306408,0.8618528274832635,463.0,2.410615095178153,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
2.099131791895936,0.6902319553617339,0.0006573078043344394,0.41548813995514955,428.0,2.5864161638657728,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
0.47930956088851673,0.7196193276618658,0.12200188834315458,0.5002463830567624,231.0,2.3853193210530943,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.4734583139738895,0.19872545748257486,0.1269811103915859,0.16354763487362772,262.0,1.4330686756185087,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.668123564758865,0.28329957763466107,0.17806321911934864,0.9847881301508037,249.0,0.106859304319745,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.372324170073169,0.764372512055565,0.18018444869724137,0.7052193630130585,434.0,1.462080394744948,47.23810506755015,-0.0005152673165178442,10.0,"[{""budget"": 500000, ""final_sp"": 47.23810506755015, ""delta_sp_per_100kcal"": -0.0005152673165178442, ""variety_count"": 10}]"
0.6048799367122095,0.9999133401695608,0.12093865588515225,0.3434053056622301,468.0,0.2943685162398295,47.35143647835694,-0.0004926010343564869,10.0,"[{""budget"": 500000, ""final_sp"": 47.35143647835694, ""delta_sp_per_100kcal"": -0.0004926010343564869, ""variety_count"": 10}]"
0.3406861833333903,0.2548510682668663,0.026018235463010943,0.4696729100010494,386.0,2.077678048384806,47.35143647835694,-0.0004926010343564869,10.0,"[{""budget"": 500000, ""final_sp"": 47.35143647835694, ""delta_sp_per_100kcal"": -0.0004926010343564869, ""variety_count"": 10}]"
3.3222996829785982,0.1193780129122054,0.1069869400873085,0.9776450546437948,299.0,3.196989679366712,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
3.8279159754414724,0.7620594872751336,0.13158949510516546,0.4955570173343399,270.0,0.37427606698294147,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.6794718333773782,0.10092621246200106,0.15346998787066873,0.8535819809841486,445.0,3.5391886500984384,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
2.1526110891838606,0.6740881292543922,0.16405599103034413,0.21907381526138592,200.0,0.8386233818525786,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.4945830853703415,0.8076725484222771,0.02592846870860721,0.8624566575547303,252.0,1.0667275613934568,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.008888189974079,0.8839396565417388,0.1656135176205275,0.15842667882395134,207.0,3.1649348309325385,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
2.362132039641476,0.5684227872905153,0.1276219556849505,0.5892375979042156,256.0,1.2413298878492713,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
3.584678540262728,0.7842863176897997,0.06764361857334625,0.12039476408827407,244.0,1.1395400130815236,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.767040455339739,0.42697587022160943,0.09949879951025067,0.4804498714141252,460.0,3.2025403371868157,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
0.9237440751561843,0.6660731959890057,0.10997593435999252,0.9077625054594892,219.0,2.3131617595282408,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.1389172405325787,0.569344011830842,0.16343489715721335,0.490624339431725,360.0,1.4605102859319992,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.669008560371412,0.8624100775732633,0.01793817049163333,0.1384585585075028,360.0,1.2458354145677806,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.18741171992865824,0.6752073469432877,0.031237056635783557,0.6794413385748377,230.0,2.855702461324949,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.02470156901103,0.7971722389105158,0.1765904567725927,0.6537383455477881,300.0,0.7297616196549517,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
3.947115290375243,0.9742608251320932,0.1316152508263518,0.19353939800396258,213.0,0.608946432367385,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
4.817365749655636,0.1359385980818939,0.14118500152427668,0.6253564631325486,309.0,1.6832064004478235,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
1.57916255073274,0.4109744194491799,0.036805721422300056,0.5762258675742878,398.0,2.1989713934547943,47.35143647835694,-0.0004926010343564869,10.0,"[{""budget"": 500000, ""final_sp"": 47.35143647835694, ""delta_sp_per_100kcal"": -0.0004926010343564869, ""variety_count"": 10}]"
5.947963752815148,0.9250386730013339,0.17805620220355167,0.6435165162259373,243.0,3.035566466951841,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
5.661218836778069,0.6006217606449953,0.09080926166527506,0.6897215598945469,388.0,3.3107110426195687,47.35143647835694,-0.0004926010343564869,10.0,"[{""budget"": 500000, ""final_sp"": 47.35143647835694, ""delta_sp_per_100kcal"": -0.0004926010343564869, ""variety_count"": 10}]"
2.8764039440207574,0.3716636247654175,0.1616003152026424,0.5188591065714301,394.0,1.1368664751499131,47.56326229165892,-0.0004502358716960899,10.0,"[{""budget"": 500000, ""final_sp"": 47.56326229165892, ""delta_sp_per_100kcal"": -0.0004502358716960899, ""variety_count"": 10}]"
3.2310308112320527,0.5626741945572333,0.1173001999441618,0.8074868416314945,302.0,0.6767305147551639,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
2.2493640952879588,0.5859276212515593,0.09816594392393015,0.43520655541809883,326.0,0.7088091344916272,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
0.6283267279073488,0.6573078752908602,0.01456747685600639,0.616436053405144,493.0,2.025921096790745,46.325047699908126,-0.0006978787900462492,10.0,"[{""budget"": 500000, ""final_sp"": 46.325047699908126, ""delta_sp_per_100kcal"": -0.0006978787900462492, ""variety_count"": 10}]"
4.276892070446915,0.7635382185614131,0.09762222309878127,0.5731143838193897,270.0,2.5085446177633526,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
3.1512980683534,0.3352479809172707,0.18755541384923657,0.6684664723258954,325.0,3.6105521588941967,47.67621962035779,-0.0004276444059563161,10.0,"[{""budget"": 500000, ""final_sp"": 47.67621962035779, ""delta_sp_per_100kcal"": -0.0004276444059563161, ""variety_count"": 10}]"
